submission_date,code,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,consent_cases,consent_deaths,State
02/23/2020,KY,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Kentucky
07/25/2020,OK,39022,0.0,0.0,714,0.0,604,602.0,2.0,11,0.0,Not agree,Agree,Oklahoma
03/04/2020,LA,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Not agree,Agree,Louisiana
02/08/2021,NJ,724728,647194.0,77534.0,2561,378.0,22011,19824.0,2187.0,22,0.0,Agree,Agree,New Jersey
12/18/2020,SD,93772,0.0,0.0,575,139.0,1329,1079.0,250.0,28,11.0,0,Agree,South Dakota
03/10/2021,FL,1921897,0.0,0.0,4999,1411.0,33224,0.0,0.0,67,0.0,Not agree,Not agree,Florida
06/16/2020,VA,55775,53318.0,2457.0,444,43.0,1583,1478.0,105.0,13,0.0,Agree,Agree,Virginia
02/26/2020,NM,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,Not agree,New Mexico
08/17/2021,NJ,1064059,928851.0,135208.0,1821,506.0,26715,23994.0,2721.0,19,0.0,Agree,Agree,New Jersey
03/18/2020,IA,38,0.0,0.0,9,0.0,0,0.0,0.0,0,0.0,Not agree,Not agree,Iowa
10/23/2020,KY,99666,83862.0,15804.0,1735,248.0,1896,1813.0,83.0,23,0.0,Agree,Agree,Kentucky
08/19/2020,DE,16715,15757.0,958.0,85,0.0,595,526.0,69.0,0,0.0,Agree,Agree,Delaware
02/17/2021,WV,128405,102744.0,25661.0,288,68.0,2225,0.0,0.0,9,0.0,Agree,Not agree,West Virginia
09/28/2021,OR,326191,326191.0,0.0,1620,0.0,3750,3750.0,0.0,41,0.0,Agree,Agree,Oregon
10/07/2020,RI,25830,0.0,0.0,180,0.0,1138,0.0,0.0,0,0.0,Not agree,0,Rhode Island
03/11/2020,CA,2277,2254.0,23.0,327,1.0,277,277.0,0.0,3,0.0,Agree,Agree,California
07/28/2020,VT,1285,0.0,0.0,3,0.0,56,0.0,0.0,0,0.0,Not agree,Not agree,Vermont
11/30/2020,PA,369694,342298.0,27396.0,4409,287.0,10383,0.0,0.0,32,19.0,Agree,Not agree,Pennsylvania
10/15/2021,LA,751874,0.0,0.0,559,173.0,14321,12548.0,1773.0,25,8.0,Not agree,Agree,Louisiana
05/06/2021,WV,155341,121979.0,33362.0,385,94.0,2713,0.0,0.0,6,0.0,Agree,Not agree,West Virginia
09/28/2020,NV,79297,79191.0,106.0,462,-1.0,1627,0.0,0.0,0,0.0,Agree,0,Nevada
03/18/2021,SC,541804,457826.0,83978.0,1361,445.0,9077,0.0,0.0,16,1.0,Agree,Not agree,South Carolina
08/07/2020,WI,63028,58768.0,4260.0,1043,54.0,997,990.0,7.0,12,0.0,Agree,Agree,Wisconsin
12/26/2020,MN,406545,0.0,0.0,2142,192.0,5166,4957.0,209.0,57,4.0,0,Agree,Minnesota
09/11/2021,LA,714124,0.0,0.0,1550,0.0,13077,11644.0,1433.0,21,0.0,Not agree,Agree,Louisiana
10/19/2021,MS,500286,287147.0,213139.0,448,247.0,9968,6672.0,3296.0,10,6.0,Agree,Agree,Mississippi
08/14/2021,FL,2914359,0.0,0.0,16422,3404.0,43804,0.0,0.0,316,23.0,Not agree,Not agree,Florida
07/19/2021,GA,1149266,912776.0,236490.0,1098,358.0,21564,18624.0,2940.0,4,1.0,Agree,Agree,Georgia
07/02/2021,TN,867569,714193.0,153376.0,346,117.0,12618,10163.0,2455.0,6,1.0,Agree,Agree,Tennessee
09/19/2020,ND,17958,17958.0,0.0,351,0.0,192,0.0,0.0,0,0.0,Agree,Not agree,North Dakota
10/22/2020,NV,92853,92853.0,0.0,789,0.0,1736,0.0,0.0,4,0.0,Agree,0,Nevada
07/01/2020,NY,178604,0.0,0.0,329,0.0,8687,0.0,0.0,7,0.0,Not agree,Not agree,New York
12/27/2020,AK,44702,0.0,0.0,308,0.0,273,0.0,0.0,2,0.0,0,0,Alaska
06/14/2021,NY,1155117,0.0,0.0,164,0.0,19878,0.0,0.0,6,0.0,Not agree,Not agree,New York
06/05/2020,TX,71613,0.0,0.0,1693,0.0,2044,0.0,0.0,25,0.0,Not agree,Not agree,Texas
03/20/2021,DC,43175,0.0,0.0,141,0.0,1049,0.0,0.0,2,0.0,0,0,District of Columbia
08/26/2021,OH,1197873,994199.0,203674.0,5395,1121.0,20729,20729.0,0.0,0,0.0,Agree,Agree,Ohio
05/15/2020,ND,1761,1761.0,0.0,49,0.0,42,0.0,0.0,2,0.0,Agree,Not agree,North Dakota
03/13/2020,WA,480,0.0,0.0,67,0.0,37,0.0,0.0,6,0.0,0,0,Washington
09/23/2021,DE,129874,119388.0,10486.0,643,100.0,1942,1777.0,165.0,13,1.0,Agree,Agree,Delaware
02/01/2020,IN,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Not agree,Agree,Indiana
03/03/2021,FL,1889862,0.0,0.0,6042,1727.0,32724,0.0,0.0,96,11.0,Not agree,Not agree,Florida
12/31/2020,UT,276612,276612.0,0.0,4672,0.0,1269,1244.0,25.0,13,2.0,Agree,Agree,Utah
09/30/2020,TN,197773,190012.0,7761.0,1648,200.0,2625,2507.0,118.0,14,1.0,Agree,Agree,Tennessee
05/15/2021,CA,3823022,3672809.0,150213.0,1279,100.0,63053,63053.0,0.0,28,0.0,Agree,Agree,California
06/15/2020,ID,3462,3121.0,341.0,63,3.0,88,68.0,20.0,1,0.0,Agree,Agree,Idaho
01/26/2020,WA,1,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,Washington
08/07/2020,AR,48039,0.0,0.0,1011,0.0,521,0.0,0.0,6,0.0,Not agree,Not agree,Arkansas
12/06/2020,NC,412396,383223.0,29173.0,3475,450.0,6110,5853.0,257.0,50,6.0,Agree,Agree,North Carolina
07/15/2020,WI,42197,38727.0,3470.0,848,27.0,834,827.0,7.0,1,0.0,Agree,Agree,Wisconsin
06/18/2021,WV,163430,127660.0,35770.0,48,10.0,2863,0.0,0.0,0,0.0,Agree,Not agree,West Virginia
06/04/2020,WA,22762,0.0,0.0,248,0.0,1138,0.0,0.0,3,0.0,0,0,Washington
08/27/2020,LA,146338,0.0,0.0,677,0.0,4874,4711.0,163.0,23,0.0,Not agree,Agree,Louisiana
03/01/2020,SC,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Not agree,South Carolina
03/09/2021,WI,622444,567334.0,55110.0,602,139.0,7134,6510.0,624.0,28,-1.0,Agree,Agree,Wisconsin
07/28/2020,SD,8492,0.0,0.0,48,0.0,123,123.0,0.0,0,-2.0,0,Agree,South Dakota
06/21/2021,OK,456148,359819.0,96329.0,154,48.0,7384,6293.0,1091.0,22,2.0,Agree,Agree,Oklahoma
03/27/2020,MS,1724,1704.0,20.0,165,0.0,117,116.0,1.0,8,0.0,Agree,Agree,Mississippi
03/04/2020,HI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Not agree,Not agree,Hawaii
09/30/2020,SC,148688,143221.0,5467.0,845,91.0,3488,0.0,0.0,24,2.0,Agree,Not agree,South Carolina
06/29/2020,RI,16688,0.0,0.0,16,0.0,972,0.0,0.0,6,0.0,Not agree,0,Rhode Island
04/01/2020,GA,4806,4804.0,2.0,570,0.0,154,0.0,0.0,24,0.0,Agree,Agree,Georgia
10/21/2021,MA,841198,784800.0,56398.0,1381,114.0,18896,18505.0,391.0,21,1.0,Agree,Agree,Massachusetts
09/11/2021,MA,778717,726943.0,51774.0,1695,111.0,18356,17978.0,378.0,6,0.0,Agree,Agree,Massachusetts
03/14/2021,NJ,838025,742051.0,95974.0,3310,508.0,23903,21429.0,2474.0,15,0.0,Agree,Agree,New Jersey
08/28/2020,VA,118809,113623.0,5186.0,1217,40.0,2568,2435.0,133.0,18,0.0,Agree,Agree,Virginia
06/21/2021,NM,204961,0.0,0.0,89,0.0,4381,0.0,0.0,4,0.0,0,Not agree,New Mexico
06/26/2021,ME,68969,50452.0,18517.0,6,1.0,858,827.0,31.0,0,0.0,Agree,Agree,Maine
07/02/2021,NV,334763,334763.0,0.0,508,0.0,5697,0.0,0.0,5,0.0,Agree,0,Nevada
08/11/2020,GA,228381,220443.0,7938.0,3754,223.0,4351,4351.0,0.0,122,0.0,Agree,Agree,Georgia
05/15/2021,MD,456004,0.0,0.0,369,0.0,9485,9273.0,212.0,3,0.0,0,Agree,Maryland
06/02/2021,IA,371635,0.0,0.0,162,27.0,6061,0.0,0.0,4,4.0,Not agree,Not agree,Iowa
05/05/2020,OR,2839,2817.0,22.0,80,8.0,113,113.0,0.0,4,0.0,Agree,Agree,Oregon
04/26/2021,TX,2866263,0.0,0.0,1918,198.0,49788,0.0,0.0,29,0.0,Not agree,Not agree,Texas
09/18/2021,IA,435449,0.0,0.0,1210,321.0,6401,0.0,0.0,0,0.0,Not agree,Not agree,Iowa
07/19/2021,NE,226386,0.0,0.0,140,0.0,2281,0.0,0.0,3,0.0,Not agree,Not agree,Nebraska
09/02/2021,GA,1421696,1103756.0,317940.0,8412,2365.0,23006,19936.0,3070.0,136,6.0,Agree,Agree,Georgia
05/03/2020,ID,2061,1905.0,156.0,0,0.0,64,64.0,0.0,0,0.0,Agree,Agree,Idaho
10/19/2020,RI,28467,0.0,0.0,126,0.0,1177,0.0,0.0,2,0.0,Not agree,0,Rhode Island
02/10/2021,RI,119773,0.0,0.0,495,0.0,2448,0.0,0.0,7,0.0,Not agree,0,Rhode Island
09/02/2020,HI,9169,0.0,0.0,208,0.0,75,0.0,0.0,1,0.0,Not agree,Not agree,Hawaii
02/22/2021,MS,293769,182628.0,111141.0,749,372.0,6977,4869.0,2108.0,18,8.0,Agree,Agree,Mississippi
04/23/2020,MD,16616,0.0,0.0,879,0.0,840,798.0,42.0,54,2.0,0,Agree,Maryland
12/08/2020,DE,42604,41015.0,1589.0,940,13.0,803,707.0,96.0,10,1.0,Agree,Agree,Delaware
03/15/2021,MI,718912,650500.0,68412.0,3447,497.0,16887,15885.0,1002.0,22,1.0,Agree,Agree,Michigan
10/07/2020,MI,251130,227440.0,23690.0,1570,150.0,7232,6899.0,333.0,13,0.0,Agree,Agree,Michigan
09/06/2020,ND,13801,13801.0,0.0,170,0.0,156,0.0,0.0,0,0.0,Agree,Not agree,North Dakota
08/19/2021,MT,121849,108394.0,13455.0,467,72.0,1752,1752.0,0.0,3,0.0,Agree,Agree,Montana
07/29/2020,NC,124613,123604.0,1009.0,2070,73.0,2042,2039.0,3.0,25,0.0,Agree,Agree,North Carolina
02/28/2021,CA,3650839,3514040.0,136799.0,3609,275.0,59198,59198.0,0.0,153,0.0,Agree,Agree,California
01/06/2021,NJ,557267,504647.0,52620.0,5848,837.0,19523,17464.0,2059.0,141,38.0,Agree,Agree,New Jersey
04/16/2020,AK,300,0.0,0.0,7,0.0,9,0.0,0.0,0,0.0,0,0,Alaska
06/19/2020,WA,27603,0.0,0.0,415,0.0,1255,0.0,0.0,10,0.0,0,0,Washington
09/05/2021,IL,1544348,1544348.0,0.0,3012,0.0,26654,24099.0,2555.0,20,4.0,Agree,Agree,Illinois
02/09/2020,MD,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,Agree,Maryland
03/14/2021,PA,972283,832471.0,139812.0,1912,271.0,24586,0.0,0.0,13,11.0,Agree,Not agree,Pennsylvania
06/01/2021,IN,744213,0.0,0.0,65,0.0,13728,13299.0,429.0,8,0.0,Not agree,Agree,Indiana
07/23/2020,IN,59602,0.0,0.0,929,0.0,3014,2813.0,201.0,10,0.0,Not agree,Agree,Indiana
02/11/2020,VT,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Not agree,Not agree,Vermont
09/11/2021,DC,57195,0.0,0.0,229,0.0,1165,0.0,0.0,0,0.0,0,0,District of Columbia
09/09/2020,NY,204507,0.0,0.0,363,0.0,8976,0.0,0.0,2,0.0,Not agree,Not agree,New York
09/09/2021,NY,1269961,0.0,0.0,3430,0.0,20471,0.0,0.0,15,0.0,Not agree,Not agree,New York
06/16/2021,SC,595660,492111.0,103549.0,150,60.0,9816,0.0,0.0,5,0.0,Agree,Not agree,South Carolina
07/24/2020,MN,50291,0.0,0.0,801,0.0,1611,1571.0,40.0,5,0.0,0,Agree,Minnesota
06/01/2020,NV,8688,8688.0,0.0,78,-17.0,421,0.0,0.0,-17,-17.0,Agree,0,Nevada
07/01/2020,AK,982,0.0,0.0,38,0.0,18,0.0,0.0,1,0.0,0,0,Alaska
10/14/2021,AK,121710,0.0,0.0,959,0.0,592,0.0,0.0,2,0.0,0,0,Alaska
10/20/2021,MN,765761,0.0,0.0,1846,449.0,8613,8001.0,612.0,32,0.0,0,Agree,Minnesota
12/27/2020,NY,514881,0.0,0.0,4781,0.0,12179,0.0,0.0,88,0.0,Not agree,Not agree,New York
08/15/2021,NM,219749,0.0,0.0,590,0.0,4513,0.0,0.0,10,0.0,0,Not agree,New Mexico
09/21/2020,MO,122006,0.0,0.0,2287,99.0,2291,0.0,0.0,17,0.0,Not agree,Not agree,Missouri
11/26/2020,ME,11265,10105.0,1160.0,238,49.0,190,189.0,1.0,0,0.0,Agree,Agree,Maine
05/22/2020,AZ,15608,15608.0,0.0,293,0.0,775,775.0,0.0,12,0.0,Agree,Agree,Arizona
02/03/2020,HI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Not agree,Not agree,Hawaii
01/24/2021,TN,713838,607621.0,106217.0,1877,723.0,10081,8175.0,1906.0,73,22.0,Agree,Agree,Tennessee
11/24/2020,AR,148312,0.0,0.0,2122,701.0,2405,0.0,0.0,18,1.0,Not agree,Not agree,Arkansas
03/24/2021,MI,757044,683051.0,73993.0,6114,809.0,17081,16059.0,1022.0,36,5.0,Agree,Agree,Michigan
08/13/2021,MN,624851,0.0,0.0,1324,177.0,7822,7304.0,518.0,6,0.0,0,Agree,Minnesota
10/03/2020,VA,151870,143883.0,7987.0,1067,107.0,3273,3060.0,213.0,3,0.0,Agree,Agree,Virginia
08/17/2021,AR,422866,0.0,0.0,2203,2415.0,6539,0.0,0.0,41,18.0,Not agree,Not agree,Arkansas
04/29/2020,MI,52859,50227.0,2632.0,1458,118.0,4398,4149.0,249.0,88,4.0,Agree,Agree,Michigan
04/25/2021,MS,311825,191083.0,120742.0,128,65.0,7287,5028.0,2259.0,3,0.0,Agree,Agree,Mississippi
12/16/2020,RI,76226,0.0,0.0,1041,0.0,1687,0.0,0.0,16,0.0,Not agree,0,Rhode Island
07/02/2020,MA,104016,104016.0,0.0,158,0.0,8169,7969.0,200.0,20,0.0,Agree,Agree,Massachusetts
02/14/2021,WV,127588,102192.0,25396.0,306,80.0,2210,0.0,0.0,9,0.0,Agree,Not agree,West Virginia
04/11/2021,NJ,953490,837052.0,116438.0,3387,517.0,24870,22297.0,2573.0,11,0.0,Agree,Agree,New Jersey
06/07/2020,AL,24842,24427.0,415.0,365,7.0,976,910.0,66.0,18,2.0,Agree,Agree,Alabama
08/01/2021,NJ,1040281,908132.0,132149.0,928,45.0,26607,23888.0,2719.0,5,0.0,Agree,Agree,New Jersey
07/11/2020,OH,64214,60328.0,3886.0,1358,30.0,3036,2780.0,256.0,4,0.0,Agree,Agree,Ohio
07/29/2021,GA,1175845,929614.0,246231.0,4612,1705.0,21665,18699.0,2966.0,11,3.0,Agree,Agree,Georgia
05/01/2020,OR,2579,2579.0,0.0,69,0.0,104,104.0,0.0,1,0.0,Agree,Agree,Oregon
08/12/2021,IN,794077,0.0,0.0,3151,0.0,14207,13762.0,445.0,12,1.0,Not agree,Agree,Indiana
05/27/2020,GA,42681,42657.0,24.0,709,0.0,1909,1909.0,0.0,35,0.0,Agree,Agree,Georgia
04/26/2020,DE,4301,4248.0,53.0,130,0.0,125,114.0,11.0,13,11.0,Agree,Agree,Delaware
10/20/2020,NE,59629,0.0,0.0,642,0.0,565,0.0,0.0,11,0.0,Not agree,Not agree,Nebraska
11/19/2020,PA,296921,276653.0,20268.0,7040,784.0,9581,0.0,0.0,116,91.0,Agree,Not agree,Pennsylvania
06/12/2021,AZ,886404,819420.0,66984.0,570,73.0,17761,15818.0,1943.0,21,1.0,Agree,Agree,Arizona
10/19/2020,GA,364909,340031.0,24878.0,1134,372.0,7657,7657.0,0.0,19,0.0,Agree,Agree,Georgia
10/15/2021,MN,755401,0.0,0.0,3341,435.0,8531,7921.0,610.0,28,1.0,0,Agree,Minnesota
05/09/2021,MA,697398,653190.0,44208.0,858,203.0,17682,17330.0,352.0,15,-2.0,Agree,Agree,Massachusetts
06/08/2021,NV,326366,326366.0,0.0,347,0.0,5610,0.0,0.0,3,0.0,Agree,0,Nevada
04/12/2021,AL,531659,410513.0,121146.0,594,190.0,11038,8797.0,2241.0,6,2.0,Agree,Agree,Alabama
09/14/2020,VT,1556,0.0,0.0,11,0.0,57,0.0,0.0,0,0.0,Not agree,Not agree,Vermont
09/16/2020,WI,98440,92712.0,5728.0,1502,94.0,1237,1228.0,9.0,8,0.0,Agree,Agree,Wisconsin
05/20/2020,MO,11999,0.0,0.0,216,0.0,793,0.0,0.0,10,0.0,Not agree,Not agree,Missouri
03/24/2020,AL,1714,1651.0,63.0,159,7.0,6,4.0,2.0,1,0.0,Agree,Agree,Alabama
03/19/2020,OH,119,0.0,0.0,31,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Ohio
07/23/2020,OH,80186,75819.0,4367.0,1444,34.0,3256,2997.0,259.0,21,0.0,Agree,Agree,Ohio
03/07/2021,MD,388035,0.0,0.0,716,0.0,8461,8259.0,202.0,16,0.0,0,Agree,Maryland
04/25/2021,MD,443814,0.0,0.0,557,0.0,9230,9018.0,212.0,11,0.0,0,Agree,Maryland
04/06/2020,WY,212,0.0,0.0,12,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Wyoming
02/19/2021,NV,290300,290300.0,0.0,420,0.0,4831,0.0,0.0,26,0.0,Agree,0,Nevada
02/21/2020,MI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Michigan
01/26/2020,WI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Wisconsin
08/05/2021,TX,3180107,0.0,0.0,13895,2737.0,52297,0.0,0.0,76,0.0,Not agree,Not agree,Texas
08/18/2020,IN,81847,0.0,0.0,841,0.0,3333,3115.0,218.0,5,0.0,Not agree,Agree,Indiana
10/18/2020,MS,113201,100313.0,12888.0,448,167.0,3509,3149.0,360.0,13,6.0,Agree,Agree,Mississippi
04/06/2020,WI,2440,0.0,0.0,173,0.0,77,0.0,0.0,9,0.0,Agree,Agree,Wisconsin
03/20/2020,OH,169,0.0,0.0,50,0.0,1,0.0,0.0,1,0.0,Agree,Agree,Ohio
01/30/2020,MI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Michigan
03/14/2020,KY,28,24.0,4.0,11,2.0,0,0.0,0.0,0,0.0,Agree,Agree,Kentucky
06/24/2021,OH,1110000,927933.0,182067.0,303,139.0,20213,20213.0,0.0,0,0.0,Agree,Agree,Ohio
02/16/2021,KS,287450,234603.0,52847.0,0,0.0,4406,0.0,0.0,0,0.0,Agree,0,Kansas
06/22/2020,SD,6326,0.0,0.0,29,0.0,81,80.0,1.0,0,0.0,0,Agree,South Dakota
10/10/2020,OH,167458,157764.0,9694.0,1356,72.0,4997,4689.0,308.0,3,0.0,Agree,Agree,Ohio
10/03/2021,WA,665524,0.0,0.0,2307,332.0,7793,0.0,0.0,14,0.0,0,0,Washington
10/11/2020,SC,157991,151199.0,6792.0,1015,140.0,3644,0.0,0.0,13,0.0,Agree,Not agree,South Carolina
07/28/2020,GA,178676,173066.0,5610.0,4399,167.0,3563,3563.0,0.0,54,0.0,Agree,Agree,Georgia
10/14/2021,ND,140746,122007.0,18739.0,560,166.0,1669,0.0,0.0,7,0.0,Agree,Not agree,North Dakota
05/25/2021,WI,673023,608959.0,64064.0,432,56.0,7760,6998.0,762.0,11,3.0,Agree,Agree,Wisconsin
07/01/2021,PA,1217710,1019854.0,197856.0,176,39.0,27687,0.0,0.0,9,10.0,Agree,Not agree,Pennsylvania
06/14/2021,IA,372649,0.0,0.0,72,9.0,6102,0.0,0.0,0,0.0,Not agree,Not agree,Iowa
02/13/2020,AL,16,14.0,2.0,1,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Alabama
04/05/2021,IL,1258736,1258736.0,0.0,2102,0.0,23665,21384.0,2281.0,11,0.0,Agree,Agree,Illinois
03/15/2021,CO,452758,424262.0,28496.0,324,25.0,6040,5304.0,736.0,2,0.0,Agree,Agree,Colorado
08/31/2021,IL,1522942,1522942.0,0.0,4871,0.0,26500,23953.0,2547.0,28,2.0,Agree,Agree,Illinois
05/26/2021,NC,997312,850584.0,146728.0,838,211.0,13342,11764.0,1578.0,13,1.0,Agree,Agree,North Carolina
04/17/2021,ME,57285,43029.0,14256.0,346,124.0,765,741.0,24.0,1,0.0,Agree,Agree,Maine
10/15/2021,NV,441021,430665.0,10356.0,521,26.0,7422,0.0,0.0,10,0.0,Agree,0,Nevada
08/31/2020,OR,26713,25434.0,1279.0,159,0.0,459,448.0,11.0,1,0.0,Agree,Agree,Oregon
08/10/2020,NC,141300,139720.0,1580.0,598,15.0,2398,2393.0,5.0,35,0.0,Agree,Agree,North Carolina
02/22/2021,HI,27124,0.0,0.0,49,0.0,428,0.0,0.0,0,0.0,Not agree,Not agree,Hawaii
07/05/2020,LA,65226,0.0,0.0,1937,0.0,3288,3180.0,108.0,10,0.0,Not agree,Agree,Louisiana
01/17/2021,UT,323837,323837.0,0.0,1585,0.0,1493,1453.0,40.0,8,0.0,Agree,Agree,Utah
01/31/2020,ID,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Idaho
10/05/2020,KS,62708,59067.0,3641.0,1597,292.0,706,0.0,0.0,8,0.0,Agree,0,Kansas
09/24/2020,NH,8044,0.0,0.0,37,0.0,438,0.0,0.0,0,0.0,Not agree,Not agree,New Hampshire
03/07/2020,CO,8,7.0,1.0,1,1.0,0,0.0,0.0,0,0.0,Agree,Agree,Colorado
10/16/2021,GA,1616804,1251495.0,365309.0,1105,283.0,27828,23898.0,3930.0,54,25.0,Agree,Agree,Georgia
02/12/2020,UT,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Utah
09/08/2020,DE,18504,17532.0,972.0,68,0.0,609,537.0,72.0,0,0.0,Agree,Agree,Delaware
06/14/2021,OH,1107225,926189.0,181036.0,178,44.0,20091,20091.0,0.0,0,0.0,Agree,Agree,Ohio
06/11/2021,TN,863796,711589.0,152207.0,207,55.0,12524,10084.0,2440.0,6,1.0,Agree,Agree,Tennessee
09/16/2020,UT,60769,60272.0,497.0,764,3.0,437,436.0,1.0,-1,0.0,Agree,Agree,Utah
03/25/2020,UT,346,0.0,0.0,48,0.0,1,0.0,0.0,0,0.0,Agree,Agree,Utah
06/05/2021,NH,98898,0.0,0.0,21,0.0,1355,0.0,0.0,0,0.0,Not agree,Not agree,New Hampshire
09/21/2020,ME,5146,4617.0,529.0,40,9.0,140,139.0,1.0,0,0.0,Agree,Agree,Maine
12/15/2020,SC,261748,240555.0,21193.0,2504,219.0,4923,0.0,0.0,28,3.0,Agree,Not agree,South Carolina
05/12/2020,NV,6322,6311.0,11.0,159,0.0,332,0.0,0.0,15,0.0,Agree,0,Nevada
08/01/2020,WY,2769,2297.0,472.0,43,0.0,26,26.0,0.0,0,0.0,Agree,Agree,Wyoming
12/09/2020,NY,392090,0.0,0.0,6858,0.0,10521,0.0,0.0,81,0.0,Not agree,Not agree,New York
06/12/2020,PA,82263,80186.0,2077.0,685,25.0,6211,0.0,0.0,49,25.0,Agree,Not agree,Pennsylvania
03/28/2020,VA,739,0.0,0.0,135,0.0,17,0.0,0.0,3,0.0,Agree,Agree,Virginia
10/15/2020,IL,334658,331620.0,3038.0,4015,0.0,9373,9127.0,246.0,53,0.0,Agree,Agree,Illinois
07/01/2021,TX,2990703,0.0,0.0,2246,875.0,51470,0.0,0.0,8,0.0,Not agree,Not agree,Texas
12/09/2020,MD,225855,0.0,0.0,3202,0.0,5245,5066.0,179.0,44,1.0,0,Agree,Maryland
06/21/2021,ID,194249,155489.0,38760.0,63,12.0,2136,1863.0,273.0,14,1.0,Agree,Agree,Idaho
07/18/2021,MS,328976,200909.0,128067.0,724,372.0,7599,5243.0,2356.0,9,2.0,Agree,Agree,Mississippi
01/20/2021,NC,724554,641113.0,83441.0,7622,1413.0,9914,8920.0,994.0,122,29.0,Agree,Agree,North Carolina
07/21/2020,KY,27904,25919.0,1985.0,810,98.0,819,791.0,28.0,5,0.0,Agree,Agree,Kentucky
09/20/2020,ME,5106,4586.0,520.0,27,3.0,140,139.0,1.0,0,0.0,Agree,Agree,Maine
11/07/2020,VT,2199,0.0,0.0,26,4.0,58,0.0,0.0,0,0.0,Not agree,Not agree,Vermont
05/28/2020,MA,94895,94895.0,0.0,675,0.0,7068,6875.0,193.0,52,0.0,Agree,Agree,Massachusetts
02/16/2020,KY,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Kentucky
08/01/2021,MA,721182,673856.0,47326.0,701,17.0,18082,17714.0,368.0,0,0.0,Agree,Agree,Massachusetts
02/16/2021,ID,167945,136513.0,31432.0,462,98.0,1806,1589.0,217.0,3,1.0,Agree,Agree,Idaho
03/23/2020,WY,26,0.0,0.0,2,0.0,0,0.0,0.0,0,0.0,Agree,Agree,Wyoming
01/01/2021,IA,282664,0.0,0.0,1995,403.0,3898,0.0,0.0,7,7.0,Not agree,Not agree,Iowa
11/13/2020,WY,21341,18243.0,3098.0,862,61.0,127,127.0,0.0,0,0.0,Agree,Agree,Wyoming
02/25/2020,MD,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,Agree,Maryland
10/11/2020,NJ,220023,0.0,0.0,836,85.0,16174,14386.0,1788.0,3,0.0,Not agree,Agree,New Jersey
08/17/2020,UT,47487,47091.0,396.0,239,10.0,365,365.0,0.0,2,0.0,Agree,Agree,Utah
07/05/2020,DC,10482,0.0,0.0,35,0.0,559,0.0,0.0,2,0.0,0,0,District of Columbia
10/09/2020,DC,15843,0.0,0.0,78,0.0,634,0.0,0.0,0,0.0,0,0,District of Columbia
10/28/2020,PA,207135,196632.0,10503.0,2321,261.0,8718,0.0,0.0,22,-60.0,Agree,Not agree,Pennsylvania
02/28/2021,KY,411881,315812.0,96069.0,353,80.0,6730,6031.0,699.0,10,1.0,Agree,Agree,Kentucky
03/27/2021,UT,384173,384173.0,0.0,460,0.0,2101,2043.0,58.0,10,0.0,Agree,Agree,Utah
06/15/2021,OH,1107521,926387.0,181134.0,296,98.0,20122,20122.0,0.0,31,0.0,Agree,Agree,Ohio
06/19/2021,SC,596231,492488.0,103743.0,204,62.0,9827,0.0,0.0,3,0.0,Agree,Not agree,South Carolina
09/17/2021,NV,410104,410104.0,0.0,1371,0.0,6845,0.0,0.0,24,0.0,Agree,0,Nevada
02/04/2021,UT,351273,351273.0,0.0,1273,0.0,1711,1662.0,49.0,14,1.0,Agree,Agree,Utah
05/27/2021,WY,60048,50621.0,9427.0,87,22.0,719,719.0,0.0,0,0.0,Agree,Agree,Wyoming
09/19/2021,TN,1196675,945716.0,250959.0,2290,808.0,14872,11876.0,2996.0,68,18.0,Agree,Agree,Tennessee
02/10/2021,VT,12187,0.0,0.0,63,2.0,189,0.0,0.0,1,0.0,Not agree,Not agree,Vermont
06/23/2021,MI,1001901,896532.0,105369.0,163,31.0,20999,19743.0,1256.0,11,1.0,Agree,Agree,Michigan
02/13/2021,SC,497689,427139.0,70550.0,2397,722.0,8321,0.0,0.0,40,9.0,Agree,Not agree,South Carolina
